periodo,anio,fecha_descarga,distrito_fiscal,tipo_fiscalia,materia,especialidad,tipo_caso,especilizada,ingresado,atendido,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,96,85,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,1,0,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,20,20,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,137,88,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,39,39,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRATA DE PERSONAS,20,19,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,84,67,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,696,636,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,PENAL,PENAL,DENUNCIA,,2102,1539,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,1,0,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,3,2,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,2,2,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,3,3,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,10,10,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,104,99,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,62,58,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,SUPERIOR,PENAL,PENAL,CONSULTAS,,40,40,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,11,3,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,SUPERIOR,PENAL,PENAL,DENUNCIA,,21,21,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,5,5,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,8,7,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,10,7,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,LORETO,SUPERIOR,PENAL,PENAL,QUEJAS,,118,118,160101,LORETO,MAYNAS,IQUITOS,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,62,20,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,34,9,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,6,4,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,10,1,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,10,1,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,2,2,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,3,1,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,29,27,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,14,14,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRATA DE PERSONAS,25,25,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,224,214,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,PROVINCIAL,PENAL,PENAL,DENUNCIA,,1645,1577,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,1,1,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,4,4,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,7,4,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,10,6,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,70,70,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,SUPERIOR,PENAL,PENAL,CONSULTAS,,11,11,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,SUPERIOR,PENAL,PENAL,DENUNCIA,,17,17,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,2,2,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,2,1,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,,6,6,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MADRE DE DIOS,SUPERIOR,PENAL,PENAL,QUEJAS,,56,56,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,44,41,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,13,10,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,1,1,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,37,36,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,8,8,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,5,5,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,1,1,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,89,73,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,456,446,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,PROVINCIAL,PENAL,PENAL,DENUNCIA,,1249,1017,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,2,1,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,7,7,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,2,2,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,9,9,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,39,32,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,SUPERIOR,PENAL,PENAL,CONSULTAS,,43,43,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,SUPERIOR,PENAL,PENAL,DENUNCIA,,2,2,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,1,0,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,MOQUEGUA,SUPERIOR,PENAL,PENAL,QUEJAS,,145,145,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,24,21,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,14,9,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,47,33,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,40,27,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,15,13,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,,662,510,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,1,1,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,4,3,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,12,12,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,6,6,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,19,19,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,1,1,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,2,2,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,SUPERIOR,PENAL,PENAL,CONSULTAS,,20,19,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,5,4,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,1,1,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,6,6,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PASCO,SUPERIOR,PENAL,PENAL,QUEJAS,,33,33,190113,PASCO,PASCO,YANACANCHA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,,6,3,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,52,47,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,132,92,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,32,32,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,19,9,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,6,6,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,18,18,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,19,6,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,90,62,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,34,34,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRATA DE PERSONAS,44,41,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,28,28,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,1843,1359,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,PROVINCIAL,PENAL,PENAL,DENUNCIA,,4685,2998,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,39,39,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,12,12,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,6,6,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,2,2,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,69,69,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,134,130,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,,243,238,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,SUPERIOR,PENAL,PENAL,CONSULTAS,,36,36,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,SUPERIOR,PENAL,PENAL,DENUNCIA,,25,24,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,,3,3,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,SUPERIOR,PENAL,PENAL,EXPEDIENTE,,4,4,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PIURA,SUPERIOR,PENAL,PENAL,QUEJAS,,289,184,200101,PIURA,PIURA,PIURA,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,,7,3,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,125,90,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,,59,37,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,15,10,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,,66,51,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,32,24,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,,1,1,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,7,5,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS ADUANEROS Y CONTRA LA PROPIEDAD INTELECTUAL,57,53,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,104,55,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,37,36,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRATA DE PERSONAS,17,16,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,PENAL,PENAL,DENUNCIA,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,14,10,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,34,18,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,PENAL,PENAL,DENUNCIA,,3439,2152,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,DELITOS DE TRAFICO ILICITO DE DROGAS,5,0,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,,3,2,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,DELITOS ADUANEROS Y CONTRA LA PROPIEDAD INTELECTUAL,1,1,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,5,5,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,,55,51,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,,26,17,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,,6,5,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,,8,8,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,,12,5,210101,PUNO,PUNO,PUNO,25/03/2026
ENERO - FEBRERO,2026,05/03/2026,PUNO,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,,115,114,210101,PUNO,PUNO,PUNO,25/03/2026
