año,mes,fecha_proceso,distrito_fiscal,tipo_fiscalia,fiscalia,especialidad
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,3º FISCALÍA PROVINCIAL CORPORATIVA ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE AREQUIPA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,3º FISCALÍA PROVINCIAL DE FAMILIA DE AREQUIPA,FAMILIA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,3º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE AREQUIPA,PENAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,4º FISCALÍA PROVINCIAL CORPORATIVA ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE AREQUIPA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA ESPECIALIZADA EN MATERIA AMBIENTAL DE AREQUIPA,MATERIA AMBIENTAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA DE AREQUIPA,CRIMINALIDAD ORGANIZADA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE AREQUIPA,CORRUPCIÓN DE FUNCIONARIOS
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO EN AREQUIPA,LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL CORPORATIVA ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE PEDREGAL,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE CAMANA,FAMILIA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE CHIVAY,FAMILIA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE EL PEDREGAL,FAMILIA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE ISLAY,FAMILIA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE JACOBO HUNTER,FAMILIA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE MARIANO MELGAR,FAMILIA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE PAUCARPATA,FAMILIA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN DELITOS DE TRATA DE PERSONAS DE AREQUIPA,TRATA DE PERSONAS
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE CAMANÁ,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE ISLAY,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE JACOBO HUNTER,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE MARIANO MELGAR,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE PAUCARPATA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE ACARI,MIXTA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE CONDESUYOS,MIXTA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE LA UNIÓN,MIXTA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL PENAL CORPORATIVA DE CARAVELI,PENAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL PENAL CORPORATIVA DE CHIVAY,PENAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL PENAL CORPORATIVA DE EL PEDREGAL,PENAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL PENAL CORPORATIVA DE ISLAY,PENAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALIA PROVINCIAL PENAL CORPORATIVA DE JACOBO HUNTER,PENAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALIA PROVINCIAL TRANSITORIA DE EXTINCION DE DOMINIO DE AREQUIPA,EXTINCIÓN DE DOMINIO
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALIA PROVINCIAL TRANSITORIA ESPECIALIZADA EN DELITOS DE CIBERDELINCUENCIA DE AREQUIPA,CIBERDELINCUENCIA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PROVINCIAL PENAL CORPORATIVA DE CASTILLA - AREQUIPA,PENAL
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,1° FISCALÍA PROVINCIAL PENAL DE FLAGRANCIA DELICTIVA DEL DF AREQUIPA,PENAL DE FLAGRANCIA DELICTIVA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,2° FISCALÍA PROVINCIAL PENAL DE FLAGRANCIA DELICTIVA DEL DF AREQUIPA,PENAL DE FLAGRANCIA DELICTIVA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,3° FISCALÍA PROVINCIAL PENAL DE FLAGRANCIA DELICTIVA DEL DF AREQUIPA,PENAL DE FLAGRANCIA DELICTIVA
2026,2,05/03/2026,AREQUIPA,PROVINCIAL,FISCALÍA PENAL SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO DE AREQUIPA,SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO
2026,2,05/03/2026,AREQUIPA,SUPERIOR,1ª FISCALÍA SUPERIOR PENAL DE LIQUIDACION DE AREQUIPA,PENAL
2026,2,05/03/2026,AREQUIPA,SUPERIOR,1º FISCALÍA SUPERIOR DE FAMILIA DE AREQUIPA,FAMILIA
2026,2,05/03/2026,AREQUIPA,SUPERIOR,2ª FISCALÍA SUPERIOR PENAL DE APELACIONES DE AREQUIPA,PENAL
2026,2,05/03/2026,AREQUIPA,SUPERIOR,2º FISCALÍA SUPERIOR DE FAMILIA DE AREQUIPA,FAMILIA
2026,2,05/03/2026,AREQUIPA,SUPERIOR,3ª FISCALÍA SUPERIOR PENAL DE APELACIONES DE AREQUIPA,PENAL
2026,2,05/03/2026,AREQUIPA,SUPERIOR,4ª FISCALÍA SUPERIOR PENAL DE APELACIONES DE AREQUIPA,PENAL
2026,2,05/03/2026,AREQUIPA,SUPERIOR,5ª FISCALÍA SUPERIOR PENAL DE APELACIONES DE AREQUIPA,PENAL
2026,2,05/03/2026,AREQUIPA,SUPERIOR,FISCALÍA SUPERIOR MIXTA DESCENTRALIZADA TRANSITORIA E ITINERANTE DE CAMANA,MIXTA
2026,2,05/03/2026,AREQUIPA,SUPERIOR,FISCALIA SUPERIOR TRANSITORIA DE EXTINCION DE DOMINIO DE AREQUIPA,EXTINCIÓN DE DOMINIO
2026,2,05/03/2026,AREQUIPA,SUPERIOR,"FISCALÍAS SUPERIOR  ESPECIALIZADAS EN VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR, EN SEGUNDA INSTANCIA-AREQUIPA",VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,1° FISCALÍA PROVINCIAL ESPECIALIZADA EN PREVENCIÓN DEL DELITO DE AYACUCHO,PREVENCIÓN DEL DELITO
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,1° FISCALÍA PROVINCIAL ESPECIALIZADA EN TRÁFICO ILÍCITO DE DROGAS - SEDE HUAMANGA,TRÁFICO ILÍCITO DE DROGAS
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,1° FISCALÍA PROVINCIAL PENAL CORPORATIVA DE HUAMANGA,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,1º FISCALÍA PROVINCIAL DE FAMILIA DE  HUAMANGA,FAMILIA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,2° FISCALÍA PROVINCIAL ESPECIALIZADA EN DELITOS TRÁFICO ILÍCITO DE DROGAS - SEDE HUAMANGA,TRÁFICO ILÍCITO DE DROGAS
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,2° FISCALÍA PROVINCIAL ESPECIALIZADA EN PREVENCIÓN DEL DELITO DE AYACUCHO,PREVENCIÓN DEL DELITO
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,2° FISCALÍA PROVINCIAL PENAL CORPORATIVA DE HUAMANGA,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,2º FISCALÍA PROVINCIAL DE FAMILIA DE HUAMANGA,FAMILIA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,3° FISCALÍA PROVINCIAL PENAL CORPORATIVA DE HUAMANGA,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,3º FISCALÍA PROVINCIAL DE FAMILIA DE HUAMANGA,FAMILIA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,4° FISCALÍA PROVINCIAL PENAL CORPORATIVA DE HUAMANGA,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,5° FISCALÍA PROVINCIAL PENAL CORPORATIVA DE HUAMANGA,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,6° FISCALÍA PROVINCIAL PENAL CORPORATIVA DE HUAMANGA,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA ESPECIALIZADA EN MATERIA AMBIENTAL DE AYACUCHO,MATERIA AMBIENTAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA DE AYACUCHO,CRIMINALIDAD ORGANIZADA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE AYACUCHO,CORRUPCIÓN DE FUNCIONARIOS
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE AYNA,FAMILIA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE CANGALLO,FAMILIA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE CHUNGUI,FAMILIA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE CHURCAMPA,FAMILIA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE HUANCASANCOS,FAMILIA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE HUANTA,FAMILIA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE LA MAR,FAMILIA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE PAUCAR DEL SARA SARA,FAMILIA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE SUCRE,FAMILIA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE VÍCTOR FAJARDO,FAMILIA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE VILCASHUAMAN,FAMILIA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN DELITO DE TRÁFICO ILÍCITO DE DROGAS - SEDE PALMAPAMPA,TRÁFICO ILÍCITO DE DROGAS
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN DELITOS DE TRÁFICO ILÍCITO DE DROGAS - SEDE AYNA - SAN FRANCISCO,TRÁFICO ILÍCITO DE DROGAS
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN MATERIA AMBIENTAL - SEDE AYNA - SAN FRANCISCO,MATERIA AMBIENTAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN MATERIA AMBIENTAL - SEDE PUQUIO,MATERIA AMBIENTAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN PREVENCIÓN DEL DELITO DE AYNA,PREVENCIÓN DEL DELITO
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN PREVENCIÓN DEL DELITO DE HUANTA,PREVENCIÓN DEL DELITO
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE LUCANAS,MIXTA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE PARINACOCHAS,MIXTA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE PICHARI,MIXTA
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL PENAL CORPORATIVA DE AYNA - SAN FRANCISCO,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL PENAL CORPORATIVA DE HUANTA,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL PENAL DE CANGALLO,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL PENAL DE CHUNGUI,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL PENAL DE CHURCAMPA,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL PENAL DE HUANCASANCOS,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL PENAL DE LA MAR,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL PENAL DE PAUCAR DEL SARA SARA,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL PENAL DE SUCRE,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL PENAL DE VÍCTOR FAJARDO,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALÍA PROVINCIAL PENAL DE VILCASHUAMÁN,PENAL
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,FISCALIA PROVINCIAL TRANSITORIA DE EXTINCION DE DOMINIO DE AYACUCHO,EXTINCIÓN DE DOMINIO
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,1° FISCALÍA PENAL SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO DE AYACUCHO,SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,2° FISCALÍA PENAL SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO DE AYACUCHO,SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,3° FISCALÍA PENAL SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO DE AYACUCHO,SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,4° FISCALÍA PENAL SUPREPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO DE AYACUCHO,SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO
2026,2,05/03/2026,AYACUCHO,PROVINCIAL,5° FISCALÍA PENAL SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO DE AYACUCHO,SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO
2026,2,05/03/2026,AYACUCHO,SUPERIOR,1° FISCALÍA SUPERIOR PENAL DE AYACUCHO,PENAL
2026,2,05/03/2026,AYACUCHO,SUPERIOR,2° FISCALÍA SUPERIOR PENAL DE AYACUCHO,PENAL
2026,2,05/03/2026,AYACUCHO,SUPERIOR,3° FISCALÍA SUPERIOR PENAL DE AYACUCHO,PENAL
2026,2,05/03/2026,AYACUCHO,SUPERIOR,4° FISCALÍA SUPERIOR PENAL DE AYACUCHO,PENAL
2026,2,05/03/2026,AYACUCHO,SUPERIOR,5° FISCALÍA SUPERIOR PENAL DE AYACUCHO,PENAL
2026,2,05/03/2026,AYACUCHO,SUPERIOR,FISCALÍA SUPERIOR DE FAMILIA DE AYACUCHO,FAMILIA
2026,2,05/03/2026,AYACUCHO,SUPERIOR,FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE AYACUCHO,CORRUPCIÓN DE FUNCIONARIOS
2026,2,05/03/2026,AYACUCHO,SUPERIOR,FISCALÍA SUPERIOR MIXTA TRANSITORIA DE PICHARI,MIXTA
2026,2,05/03/2026,AYACUCHO,SUPERIOR,FISCALIA SUPERIOR MIXTA TRANSITORIA DE PUQUIO,MIXTA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,1° FISCALÍA PROVINCIAL ESPECIALIZADA EN PREVENCIÓN DEL DELITO DE CAJAMARCA,PREVENCIÓN DEL DELITO
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,1ª FISCALÍA PROVINCIAL DE FAMILIA DE CAJAMARCA,FAMILIA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,1º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE CAJABAMBA,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,1º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE CAJAMARCA,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,1º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE CELENDÍN,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,1º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE HUALGAYOC,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,1º FISCALÍA PROVINCIAL PENAL DE CHOTA,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,1º FISCALÍA PROVINCIAL PENAL DE SAN MIGUEL,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,1º FISCALÍA PROVINCIAL PENAL DE SANTA CRUZ,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,2° FISCALÍA PROVINCIAL DE FAMILIA DE CAJAMARCA,FAMILIA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,2° FISCALÍA PROVINCIAL DE PREVENCIÓN DEL DELITO DE CAJAMARCA,PREVENCIÓN DEL DELITO
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,2º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE CAJABAMBA,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,2º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE CAJAMARCA,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,2º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE CELENDÍN,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,2º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE CHOTA,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,2º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE HUALGAYOC,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,2º FISCALÍA PROVINCIAL PENAL DE SAN MIGUEL,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,2º FISCALÍA PROVINCIAL PENAL DE SANTA CRUZ,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,3ª FISCALÍA PROVINCIAL DE FAMILIA DE CAJAMARCA,FAMILIA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,3º FISCALÍA PROVINCIAL PENAL CORPORATIVA DE CAJAMARCA,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE CAJAMARCA,CORRUPCIÓN DE FUNCIONARIOS
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL CORPORATIVA ESPECIALIZADA EN VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR DE CAJAMARCA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE CAJABAMBA,FAMILIA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE CELENDÍN,FAMILIA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE CHOTA,FAMILIA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE CONTUMAZA,FAMILIA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE HUALGAYOC,FAMILIA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE SAN MARCOS,FAMILIA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE SAN MIGUEL,FAMILIA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE SAN PABLO,FAMILIA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL DE FAMILIA DE SANTA CRUZ,FAMILIA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALIA PROVINCIAL ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA DE CAJAMARCA,CRIMINALIDAD ORGANIZADA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL ESPECIALIZADA EN MATERIA AMBIENTAL DE CAJAMARCA,MATERIA AMBIENTAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE ASUNCIÓN,MIXTA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE BOLÍVAR,MIXTA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE ENCAÑADA,MIXTA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE HUAMBOS,MIXTA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE MIGUEL IGLESIAS,MIXTA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALIA PROVINCIAL MIXTA DE SAN MIGUEL,MIXTA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE TACABAMBA,MIXTA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL MIXTA DE YONAN - TEMBLADERA,MIXTA
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL PENAL DE CONTUMAZA,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL PENAL DE SAN MARCOS,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PROVINCIAL PENAL DE SAN PABLO,PENAL
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALIA PROVINCIAL TRANSITORIA DE EXTINCION DE DOMINIO DE CAJAMARCA,EXTINCIÓN DE DOMINIO
2026,2,05/03/2026,CAJAMARCA,PROVINCIAL,FISCALÍA PENAL SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO DE CAJAMARCA,SUPRAPROVINCIAL ESPECIALIZADA EN DERECHOS HUMANOS Y CONTRA EL TERRORISMO
2026,2,05/03/2026,CAJAMARCA,SUPERIOR,1º FISCALÍA SUPERIOR PENAL DE CAJAMARCA,PENAL
2026,2,05/03/2026,CAJAMARCA,SUPERIOR,2ª FISCALÍA SUPERIOR PENAL - CAJAMARCA,PENAL
2026,2,05/03/2026,CAJAMARCA,SUPERIOR,3º FISCALÍA SUPERIOR PENAL DE CAJAMARCA,PENAL
2026,2,05/03/2026,CAJAMARCA,SUPERIOR,FISCALÍA SUPERIOR DE FAMILIA DE CAJAMARCA,FAMILIA
2026,2,05/03/2026,CAJAMARCA,SUPERIOR,FISCALÍA SUPERIOR MIXTA DE CHOTA,MIXTA
